product,type,fired at (UTC),change %,old,new,delivery,delivery error
HP 15 - i5,offer_change,2026-07-15T12:56:32.436Z,,"{""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,249.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay LaterUpto ₹5,885.59 EMI interest savings on select Credit Cards…""}]}","{""added"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""price"":74990,""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay LaterUpto ₹5,885.59 EMI interest savings on select Credit Cards…""}],""removed"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,249.00 cashback as Amazon Pay Balance when…""}]}",delivered,
Dell G15,offer_change,2026-07-15T13:14:45.850Z,,"{""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,189.59 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,519.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}]}","{""added"":[{""type"":""other"",""description"":""'Buy a Gaming Laptop and get Logitech G502 Hero Gaming Mouse at Special Price of Rs 1599/- only' Offered by Clicktech Retail Private Ltd View products""}],""price"":83990,""offers"":[{""type"":""other"",""description"":""'Buy a Gaming Laptop and get Logitech G502 Hero Gaming Mouse at Special Price of Rs 1599/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,189.59 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,519.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}],""removed"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""}]}",delivered,
Asus Vivobook 15,offer_change,2026-07-15T13:24:06.962Z,,"{""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹1,355.37 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹1,559.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}]}","{""added"":[],""price"":null,""offers"":[],""removed"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹1,355.37 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹1,559.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}]}",delivered,
HP 15 - i5,offer_change,2026-07-15T13:27:22.594Z,,"{""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay LaterUpto ₹5,885.59 EMI interest savings on select Credit Cards…""}]}","{""added"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,249.00 cashback as Amazon Pay Balance when…""}],""price"":74990,""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,249.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay LaterUpto ₹5,885.59 EMI interest savings on select Credit Cards…""}],""removed"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}",delivered,
Lenovo LOQ - i5,price_change,2026-07-15T13:43:25.459Z,-1.31,"{""price"":98990}","{""price"":97690}",delivered,
iPhone 17,back_in_stock,2026-07-15T13:55:30.824Z,,"{""stockStatus"":""out_of_stock""}","{""price"":82900,""stockStatus"":""in_stock""}",delivered,
HP 15 - i5,offer_change,2026-07-15T14:00:34.645Z,,"{""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,249.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay LaterUpto ₹5,885.59 EMI interest savings on select Credit Cards…""}]}","{""added"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit Cards""}],""price"":74990,""offers"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,249.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹2,249.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹5,885.59 EMI interest savings on select Credit Cards, HDFC Bank Debit Cards, Amazon Pay LaterUpto ₹5,885.59 EMI interest savings on select Credit Cards…""}],""removed"":[{""type"":""other"",""description"":""'Buy a Laptop or Monitor and get Logitech M196 Bluetooth Mouse at Special Price of Rs 99/- only' Offered by Clicktech Retail Private Ltd View products'Buy a Laptop or Monitor and get Logitech M196 Blu…""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards 19 offers""},{""type"":""other"",""description"":""Upto ₹2,200.00 discount on select Credit CardsUpto ₹2,200.00 discount on select Credit Cards""}]}",delivered,
Acer Ryzen 5,offer_change,2026-07-15T14:00:52.681Z,,"{""offers"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹1,433.58 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹1,649.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}]}","{""added"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre… 2 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹1,433.58 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹1,433.58 EMI interest savings on Amazon Pay ICICI…""},{""type"":""bank_offer"",""description"":""Upto ₹1,649.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹1,649.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre…""}],""price"":54990,""offers"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre… 2 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for freeGet GST invoice and save up to 18% on business purchases.""},{""type"":""bank_offer"",""description"":""Upto ₹1,433.58 EMI interest savings on Amazon Pay ICICI Bank Credit CardsUpto ₹1,433.58 EMI interest savings on Amazon Pay ICICI…""},{""type"":""bank_offer"",""description"":""Upto ₹1,649.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit CardsUpto ₹1,649.00 cashback as Amazon Pay Balance when…""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit CardsUpto ₹500.00 discount on Punjab National Bank Cre…""}],""removed"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹1,433.58 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹1,649.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}]}",delivered,
Dell G15,price_change,2026-07-15T14:14:45.813Z,13.1,"{""price"":83990}","{""price"":94990}",delivered,
Dell G15,offer_change,2026-07-15T14:14:45.813Z,,"{""offers"":[{""type"":""other"",""description"":""'Buy a Gaming Laptop and get Logitech G502 Hero Gaming Mouse at Special Price of Rs 1599/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""bank_offer"",""description"":""Upto ₹2,189.59 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,519.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}]}","{""added"":[{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹2,476.38 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,849.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}],""price"":94990,""offers"":[{""type"":""bank_offer"",""description"":""Bank Offer Upto ₹500.00 discount on Punjab National Bank Credit Cards 2 offers""},{""type"":""other"",""description"":""Get GST invoice and save up to 18% on business purchases. Sign up for free""},{""type"":""bank_offer"",""description"":""Upto ₹2,476.38 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,849.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹500.00 discount on Punjab National Bank Credit Cards""}],""removed"":[{""type"":""other"",""description"":""'Buy a Gaming Laptop and get Logitech G502 Hero Gaming Mouse at Special Price of Rs 1599/- only' Offered by Clicktech Retail Private Ltd View products""},{""type"":""bank_offer"",""description"":""Upto ₹2,189.59 EMI interest savings on Amazon Pay ICICI Bank Credit Cards""},{""type"":""bank_offer"",""description"":""Upto ₹2,519.00 cashback as Amazon Pay Balance when you pay with Amazon Pay ICICI Bank Credit Cards""}]}",delivered,
